20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219
ZBTB17,CAPZB,USP48,LAPTM5,RSRP1,CD52,SRRM1,IFI6,CD52,RCC1,MIER1,EFCAB14,PPIE,RPS8,UQCRH,CTPS1,RPS27,GON4L,ADAR,FCRLA,GNG5,ZNF687,KIAA0040,RAB3GAP2,RPL5,MCOLN2,CD84,TMSB10,SRSF7,COG2,SELENOF,PRDX6,LYST,FH,DPM3,UCHL5,RPL31,IARS2,SPTBN1,PSMB4,PARP1,FCGR2B,PTMA,CR2,PTCD3,PIGF,NDUFA10,DGUOK,COBLL1,DCP1A,WDR33,CDC73,GALNT3,BZW1,HAT1,UNC50,HNRNPA0,NSL1,SP140,ARHGAP15,DBI,PLRG1,NGLY1,MITD1,ISY1,SNRPG,TMEM154,UBE2D3,SRPRB,DTX3L,IFT57,HIST1H2AC,SERP1,ANAPC13,ITM2C,ZNF141,CCDC12,SH3BP2,INPP5D,PIK3R1,FXR1,NAA50,GNAI2,GNB4,GRPEL1,AC010226.1,DNPH1,CCDC71L,HMGN4,EIF2S3,KDM3B,ABCC5,SMPD2,SEC24D,ACOX3,HPRT1,SNRNP48,DHX15,EXOC1,HERC5,TCOF1,ACAP2,MED28,NSD1,NUP153,PGK1,OSTF1,EIF3B,TIMMDC1,CYCS,ZNF107,SCRN1,EIF4E,STAU2,CDK5RAP2,TMEM120A,HLA-DRB1,ABHD10,RPS10,RPL36A,MTDH,RP9,ZBTB33,ZSCAN25,UBE2W,DSE,HDAC3,GPSM3,NOP14,HTATIP2,PDLIM2,PPIA,C8orf59,TET2,PRKAG2,SYPL1,IKBKB,SNHG7,RBM14,ZNF398,EIF3H,MSN,CSNK1A1,ZFAND1,MRRF,GTF2E2,EZH2,RIPK2,UGCG,TAGAP,TMEM165,VPS51,ARGLU1,PDLIM1,LRMP,PPP6R3,ALOX5,TECPR1,GNL1,HSPA8,NFX1,PTDSS1,ATP5MG,ZCCHC8,CNPY2,BCCIP,TMPO-AS1,ISCU,BRD7,INO80,TMCO3,ADAM10,SPCS2,MT1F,ETV6,MINK1,C18orf32,ZBTB25,IGHV5-78,UPF3A,AC007952.4,RAB21,EHD1,LDHB,DERL2,GIT2,RNASEH2B,UNKL,GPR180,KDM2B,RPS29,FAS,MPHOSPH8,DHX8,STARD10,SNRNP25,EIF5,COA4,HNRNPM,GPR132
SZRD1,DDOST,CDC42,HDAC1,SH3BGRL3,HMGN2,SYF2,LAPTM5,HMGN2,LAPTM5,RPL5,NRDC,RNF220,JUN,RPL5,FUBP1,TPM3,PRCC,MSTO1,RALGPS2,ATP5PB,DENND4B,COP1,AIDA,ATP5PB,LMO4,PFDN2,RPL31,PPP3R1,HNRNPU,ANP32E,COQ8A,ZFP36L2,NBAS,CCT3,CSRP1,RPL37A,NUP133,TIA1,FCRL3,LAPTM4A,CAPN2,RPL32,TRAF3IP3,UGGT1,ANKRD36B,CNOT10,C2orf76,PPIG,APPL1,MZT2B,LBR,UBE2E2,TRNT1,THUMPD3,PAX8,PRPF4B,TATDN3,TGFBR2,ZEB2,PPIG,PPWD1,AZI2,SLC20A1,PFDN1,TGOLN2,SLC30A5,MATR3.1,EIF4A2,RASA2,MBD4,PHIP,BANK1,ZFR,MRPL36,LSM6,WDR6,MFSD10,KCNH8,MCCC2,AP2M1,GMPS,PBRM1,DCUN1D1,FIP1L1,NQO2,TOMM7,AC073111.5,SRSF3,GDI1,CLTB,DNAJB14,MPC1,HPF1,KLHL5,NBN,C6orf48,YTHDC1,TENT2,PYURF,HIST1H2AL,AL365205.1,SEL1L3,KDM1B,TRAPPC2,VDAC3,CDK9,CHRAC1,HCG18,CD99,MCM7,TMEM243,TMEM154,ARAP1,FUT11,NSD3,HLA-DQA1,EPB41L2,SEC61B,NAA10,CNTRL,EIF4H,RIDA,ATP6V1F,NXF1,FBXO25,ARL4A,NSMCE4A,TBC1D14,FADD,R3HCC1,PAX5,ANAPC16,GCLC,TSC1,PLEKHA2,PDP1,EIF3M,HK1,RIC1,SF1,STT3A,TBC1D7,BICD2,CLNS1A,TUT7,TSR2,NDUFAF6,CD82,SNX13,PJA1,KLC2,NOP10,ABLIM1,MYL6,CHMP4A,BLNK,SAC3D1,ZFAND2A,CALM1,NDUFV1,GRHPR,DDX6,CCDC88C,RNF6,MTG1,NSF,ANAPC5,CYTH1,LINC00926,EAPP,TMEM106A,RAN,SARM1,FMNL3,TNFSF12,MBD2,AEN,NSMCE1,ATP5MPL,STAT3,DHRS7,AP5B1,COX4I1,LINC02001,HERC1,CPNE1,TAX1BP3,PML,PIGH,RPL4,HIP1R,RAB27A,RBFA,CUTC,WWP2,PTPRA,FBXO33,RFXANK,C16orf54
NECAP2,HP1BP3,HNRNPR,SFPQ,CD52,RPS6KA1,SH3BGRL3,PTP4A2,WASF2,PUM1,MCL1,TXNDC12,TUT4,JAK1,TXNIP,GBP4,RCSD1,MPC2,LAMTOR2,H3F3A,CDC42SE1,SLC39A1,TOR1AIP2,SRP9,TXNIP,ZNF644,UHMK1,HNRNPA3,AUP1,BIRC6,CHTOP,TARBP1,PLEK,HADHA,KDM5B,LAX1,PTMA,ZNF672,SNRPG,UHMK1,NAGK,DEGS1,RPL15,YPEL5,GCA,ARL5A,PXK,AMMECR1L,NOP58,PCNP,RIF1,IMMT,GMPPB,GORASP1,EXOSC7,CAB39,DTNBP1,GALNT2,ZBTB20,SF3B1,TTN,PPP2CA,NDUFB4,TSN,DELE1,STAT1,CDC42SE2,ERGIC1,HTT,CAMLG,COPB2,LYRM2,NSA2,IRF1,ANKRD33B,PCBD2,FLNB,AC124016.1,NGLY1,CANX,ARAP2,LCORL,GAK,GNPDA2,HERC5,E2F3,TRA2A,ATP6AP2,IBTK,PABPC1,SOD2,ARID1B,BZW2,CENPH,CNOT6L,C9orf16,CYBB,RAP1GDS1,RNF14,IL7R,POLH,JAZF1,CCNI,TCP1,ATRX,ZNF706,ELP4,CAT,CALHM6,UXT,ACTR3C,DCPS,SKP1,PITRM1,ARMH3,E2F5,HLA-DMA,MDH2,PRRC2B,TRMT112,OTUB1,LAT2,IDNK,UBQLN2,ANAPC15,SMARCA2,GARS,RNF10,GFM2,TBCEL,GPR137,EPC1,LCOR,NSMAF,RBM17,TPD52,CAAP1,ATM,NUDT4,SESN3,HNRNPH3,TINF2,DDX56,POMT1,DDX11,FAM111A-DT,UQCRB,RTN3,HNRNPF,RELT,PLPBP,LRRC28,FAM96A,SEC23IP,RAN,SNX1,TUBA1B,YBX3,AMMECR1,SRP14,ITPR2,ZNF658,RHBDF2,TRIM69,TMEM87A,OAS3,LDLRAD4,SNX6,CYBC1,RSL1D1,NUTF2,RTF2,MT2A,STRADA,AC001226.2,PIK3R5,STX16,TAF1C,XAF1,MESD,ERGIC3,TAF15,CDC16,PSMA7,NPEPPS,CD19,MAP2K2,ERAL1,TAOK2,ATP9B,RPL17,DLST,MMP24OS,PCIF1,AC009093.2,VAC14,POU2F2,MRPS26,CAPNS1,ACAA2
SDHB,CDC42,RPL11,C1orf122,NUDC,ATP5IF1,CD52,BSDC1,LAPTM5,RBBP4,ENSA,MAGOH,SCP2,RPL5,RPS27,DNTTIP2,FCMR,DCAF6,PEA15,RPS7,FDPS,SMG7,DHX9,SPRTN,RPS27,STXBP3,POU2F1,RPL37A,AFF3,PPM1B,PMVK,RSAD2,DGUOK,DPY30,IARS2,NENF,RPL32,PSME4,DOK1,CD55,DDX18,KLF11,RPSA,BCL11A,ORC2,CNBP,COX17,SSB,IQSEC1,NDUFB4,RAF1,OLA1,TEX264,RBM5,APEH,NR1D2,HLA-DMB,UBXN2A,TTC14,PIKFYVE,EIF4E2,TRIM38,EIF2A,MYNN,RNF145,CASP8,DDX46,MRPS18B,PDS5A,AKIRIN2,TBCA,SNX3,NR3C1,PFDN1,NDFIP1,TAF7,COPG1,DAP,ARL6IP5,HIST1H2AJ,MED10,AIMP1,WDR1,HELQ,MTREX,ITPR3,MYO1G,PQBP1,ZC4H2,EIF3F,SNHG15,RALA,ARF5,CDK7,NFKB1,TRIM22,PLP2,TMEM14C,RMND5B,EPB41L4A-AS1,NUDT1,MTERF1,STK10,AEBP1,STOML2,POLR2L,TAF3,PHC1,TMSB15B,HSD17B10,PRPS2,OPTN,MAT2B,ZNF248,ADAM8,AF117829.1,HLA-DPA1,GCNT1,TUBA1A,RASGRP2,SYVN1,ZNF800,GKAP1,MAP3K11,APLP2,ZBTB5,KIAA1147,NIN,NCOA7,TM7SF3,VIM-AS1,HNRNPA1,OAS2,B4GALT1,DCLRE1C,UQCRB,ZNF195,STRAP,DDX54,HSPH1,NAP1L1,NPC2,RBM33,ATP5F1C,DENND5B,TNKS2,CBWD5,PCNX1,SHMT2,RAB5B,FAM120AOS,ABCC1,PPIB,GPR183,ITM2B,NF1,NPC2,NXPH4,RB1CC1,SUMO2,PSME2,PSMD5,TCF4,FAM192A,MFAP1,TEP1,PET117,ARF6,DYM,RBL2,MLX,HOOK2,USP22,RNMT,RPUSD2,KIF3B,ZNF844,ATXN7L3,NAPA,CMC2,RBM39,NME2,EIF2AK4,EIF3G,MEX3C,TBCB,KDM4B,ASPSCR1,ATP5F1D,GATAD2A,AC243960.1,MCRIP2,ADRM1,XAB2,AARS,CDK10,IFNGR2,ARRDC2,NUCB1,MFNG
RCC2,RPL11,PNRC2,YBX1,WASF2,LAPTM5,HMGN2,THRAP3,PTP4A2,THRAP3,S100A10,IFI44L,TMEM59,CD53,TAGLN2,DRAM2,H3F3A,SFT2D2,SPTBN1,SRSF7,MRPL24,EDEM3,ZNF281,PDIA6,H3F3A,DENND1B,IVNS1ABP,PTMA,SF3B1,CALM2,RABGAP1L,FANCL,SUCLG1,SPAST,H3F3A,IAH1,RPL15,ARHGAP25,COX5B,LPGAT1,CYTIP,ODC1,RPL14,GFPT1,EDEM1,DHX36,TPRA1,SNED1,SENP7,GOLGB1,NGLY1,ARL4C,ARF4,TFDP2,SLC9A9,SLMAP,NUS1,HADHB,ATP11B,XRCC5,MTMR14,HMGN4,WDR1,FBXL5,AC008691.1,TUBA4A,EEF1E1,BRD2,DAPP1,OSBPL3,DDX46,CASTOR2,NHP2,MRPL22,ZNF322,CLINT1,TLR10,DNAJC21,CD47,TNFAIP3,RBM22,SPCS3,HNRNPD,TMEM30A,RAD50,MPLKIP,EIF4H,MCPH1,RAB2A,EIF4G2,DLD,CCT6A,NOM1,MRPS27,HADH,EIF3M,ZDHHC2,HMGN4,MYLIP,SIL1,SSBP1,KLHDC10,HLA-DQB1,ZMIZ2,VAV2,WAC,BCCIP,INTS13,MAP7D3,SLC25A5,TLR7,DDX21,ZNF292,PARG,DNM1L,DDX58,HLA-DPB1,TPP1,LETMD1,RSF1,LDHB,SURF2,MEGF9,MAML2,CDC123,ZNF510,DKC1,FAM214A,P4HA1,LACTB,DDIT4,DENR,RTRAF,CTSC,AC012236.1,CD72,AASDHPPT,RUBCNL,TMEM107,ISCA2,ALDOA,TARSL2,TNKS,GSTO1,ATP2B1,ATF7IP,WDR37,MKL2,CCDC59,AREL1,ST6GALNAC4,ANKRD11,GLG1,PIAS1,EVL,METTL23,GGA2,PLD4,TPD52,COX6B1,CHMP1A,PRDX3,YWHAB,MIEN1,NEIL1,SPAG7,KIAA0355,GABARAPL2,EXOSC5,AC119396.1,WDR45B,NFKBIB,WSB1,CEBPB,MYO5A,TYK2,RABAC1,SMAD2,IGLL5,ARID3A,HNRNPL,CPNE1,C16orf87,EIF3D,ZNF780A,ACTN4,ETFB,PLIN3,ZBED4,NOL12,RPL13A,SIPA1L3,TMEM160,POLR3H,SFI1,ZNF431,,,,
CAPZB,PNRC2,SRRM1,RPS8,YTHDF2,PTP4A2,RPA2,MACF1,SFPQ,RIMS3,S100A6,PSMA5,KYAT3,TXNIP,FCRLA,ATP5PB,ARID4B,LYPLAL1,CCT4,RPS27A,UHMK1,EIF2D,KIF21B,WDR35,RPS7,ACBD3,MTR,RPL32,HSPE1,ACTR2,TMEM63A,XPO1,IGKC,MCEE,ARF1,ADAM17,RPSA,PCBP1,GCC2,WDR43,STK17B,SF3B6,RPL29,KRCC1,TRANK1,TACC3,SLC25A36,EXOG,NFKBIZ,IQCB1,PSMD6,SACM1L,BTLA,CTBP1,RAP2B,ARHGAP31,STX7,IMP4,EIF4A2,STK11IP,BRK1,TMEM106B,RHOH,ZNF131,TTC1,PPP1R7,ABRACL,LMBRD1,PWWP2A,STK17A,IK,ARMC10,HIST1H1E,WRNIP1,AKIRIN2,EBF1,GALNT7,TCERG1,LINC01215,SP4,MGAT1,COX7A2,SNHG8,PPIL4,TCOF1,GUSB,GNB2,PLEC,TOMM5,PTPRCAP,FNTA,DTX2,GEMIN8,PHYKPL,RPP40,API5,YTHDF3,PPP1R10,CEP162,IK,SLC25A37,ZC3HAV1,CD24,POM121C,CD82,HPS1,CD9,RCBTB1,OXR1,FLNA,EIF1AX,VCL,ZNF107,CAMK2G,AC073896.2,TMEM245,PNRC1,OTUB1,STAT6,ETS1,METTL7A,DNLZ,PMPCA,BMI1,REEP3,HNRNPUL2-BSCL2,GLI4,RAB8B,CCSER2,WDR90,XPNPEP1,MED4,IGHA1,DYNC1H1,TMC3-AS1,SYK,MARCH9,EVL,NUFIP2,IGHG1,PSMB10,ZNF720,ATP6V1G1,NCKAP1L,ATP6V0C,NUDT21,MRPL51,VAMP2,ATP6V0C,ASB7,TTC9C,ELP5,DNM2,ATP6V0D1,HSP90AA1,MCRIP1,NDUFAB1,CTDSPL2,ASB6,EMP3,DEF8,PNP,PRDX2,RAD51C,CHTF8,SAP30BP,ZNF780B,PSMF1,DDX17,PITPNB,CTNNBL1,AP2A1,DYNLRB1,BTG3,VPS35,BRD4,RDH13,IDH3B,HMGN1,ARHGEF1,LAIR1,PKN1,SLC35B1,RAC2,RTCB,,,,,,,,,,,,,,,
MINOS1,SRRM1,RSRP1,UQCRH,LAPTM5,EIF3I,YTHDF2,CAP1,CAP1,RPS8,S100A4,RHOC,S1PR1,RPS27,RALGPS2,NBPF15,RPS7,PARP1,BIN1,TMSB10,MRPS14,BPNT1,EPRS,LBH,RPS27A,ARID4B,SMC6,RPL15,XRCC5,ZNF638,GTF3C2,ALMS1,ZC3H6,COA5,DESI2,NDUFAF7,RPL14,ZNF638,RPE,EML4,PNKD,RASGRP3,RPL24,GCC2,ZDHHC3,SMIM14,PHC3,RYBP,SELENOT,SSR3,LCORL,APPL1,TMCC1,MRPS18C,DGKG,HAUS3,GET4,RAB3GAP1,DHX15,SETD5,TKT,CCM2,ADH5,NDUFS4,MRNIP,IP6K2,SRI,SENP6,HIST1H2AB,NCF1,RAB24,GSTK1,LTB,PSMB8,TRA2A,DBN1,NEDD9,GM2A,HCLS1,DBNL,HIST1H1E,BAZ1B,CRYBG1,BZW2,SLU7,TMEM248,SAT1,ZBTB43,ALG2,UCP2,PARP10,VBP1,CXorf21,HIST1H2AG,RGL2,KMT2A,FAM49B,PHF3,HEBP2,ZNRD1,RAB14,GSDMD,TAGAP,RSBN1L,ANXA7,EIF3A,IGHV3-23,RBM25,DDX21,OSTF1,DCAF10,HHEX,OFD1,PSMD9,GCN1,TSG101,LAMTOR4,KMT2A,RAP1B,OAS1,LTA4H,PIK3C2A,KAT5,ERGIC2,FBXO21,PYROXD1,C9orf78,ZFAND6,GLUD1,KLHL36,RNF34,HSP90AA1,RPS17,GOLGA8B,PPP4C,CD81,ATXN2,YPEL3,RIOK3,HACD3,C1QBP,PLCG2,KIF5B,SARNP,IFT20,ZNF652,AC127164.1,GPATCH8,C16orf72,TMEM219,CCND2,KPNA2,TNRC6B,PRPF8,ATP5MC1,ZNF407,TRPV2,METTL4,MVP,EIF3L,MRPL34,PDPR,SPINT2,MYO1F,AARSD1,MBP,EGLN2,CD22,MT-ND1,MT-ND3,PFKL,CBX7,TTC3,MIR155HG,AL451062.3,SUGP2,TMEM50B,THAP7,,,,,,,,,,,,,,,,,,,,,,
DDOST,SH3BGRL3,SH3BGRL3,TMEM59,KHDRBS1,SFPQ,LAPTM5,RPS8,SMAP2,PRDX1,RPS27,CD58,GNAI3,TPM3,PTPRC,NBPF12,ATRAID,EXOC8,WDR33,RPL31,TIMM17A,MRPL55,AIDA,ERLEC1,TMSB10,OPN3,ASXL2,RPSA,INPP5D,MOB1A,ZFP36L2,CHMP3,RAB3GAP1,DARS,HNRNPU,FBXO11,RPL29,NMI,LRRFIP1,RAB3GAP1,MRPS25,GPATCH11,RPL35A,GTDC1,RNF13,POLR2B,ELF2,SNX4,PPA2,MAEA,GRSF1,SENP5,SRPRB,CDKN2AIP,PIGG,ARAP2,SEM1,R3HDM1,ANXA5,PARP14,FAM208A,SRRT,MARCH6,JADE2,RNF5,THOC7,KRIT1,UTRN,UQCC2,PDAP1,NOL7,MAGT1,CLIC1,NDUFAF4,ORAI2,CANX,ZSCAN26,ABHD16A,SMARCA5,DMTF1,KLHDC3,HSPB1,SRPK2,GPKOW,BTN3A1,NAMPT,NONO,CD59,SURF1,RPS25,ZBED5,PSIP1,TMLHE,RPL7L1,PLAGL1,YME1L1,INIP,ZNHIT1,TBP,ATP5MF,ARHGAP1,PLGRKT,EIF2S3,ZNHIT1,CHCHD1,CD27,ISG20,GTF2A2,NOP2,SRGN,REXO4,SMNDC1,PAX5,EIF2B1,ZC3H13,EHBP1L1,RPL7,C12orf45,NDUFA12,SAP18,SLC25A3,TRIM44,UBE2D1,SLC25A30,AC137767.1,XPO4,EXOSC1,RHOT2,CUEDC2,METTL16,CRYL1,PFN1,GABARAP,CD2BP2,SMG6,FCHSD2,PIP4P1,MAP2K3,SLC35C2,ZNF646,RPL38,GPS2,RTF1,PSMA6,AC068473.5,ADGRE5,TM9SF1,PNPO,ROCK1,PDK2,TESPA1,UQCC1,SNU13,SUZ12,CALR,BLCAP,AMZ2,OSER1,MAP3K14,HMGN1,PSMC4,ACOT8,AP1B1,UBA2,AC114271.1,IGLC3,ADA2,PRMT1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP1BP3,CD52,CD52,USP24,SFPQ,PABPC4,KHDRBS1,TUT4,YBX1,UQCRH,TPM3,APH1A,GSTM1,TAGLN2,H3F3A,APH1A,RPS27A,ATRAID,PLEKHB2,HNRNPA3,PPP1R15B,AKT3,SMC6,MDH1,RPL31,HS1BP3,YPEL5,RPL14,STK25,CNOT11,AFTPH,MRPS5,NMI,RIF1,GFPT1,PAPOLG,RPL24,PPIG,VHL,PRPF40A,SH3BP5,MDH1,RPL34,SP3,MFN1,OSTC,LSM6,NUDT16,NAA15,MRFAP1L1,NUP54,CHIC2,PCCB,CCT5,MRPS18C,AK6,FIS1,PRKRA,NAA15,CCNL1,PSMD6,CD99,TNIP1,TRIM27,MRPL14,ATG3,SDHAF3,TRBC2,HMGA1,PGK1,CYB5R4,TAF2,HLA-DOB,DENND3,PRDX4,BTN3A3,MICB,PPP2R2A,MARCH1,PNPLA8,CDC40,PAXIP1-AS1,BTK,MCM4,MAPK14,RBBP7,TSC22D3,FAM89B,TMEM179B,HSPA8,BSCL2,PATL1,NDUFB9,SENP6,LAMP2,BLNK,RHOG,HUWE1,DAGLB,CASP2,RPS6KB2,TOPORS,MSN,PCM1,ZCRB1,WASHC3,SNN,SNHG9,RNF10,WAPL,PTPMT1,CNOT2,IFITM2,STRN3,ZNF106,TMEM123,PABPC1,EMC4,PHF11,ARGLU1,PEBP1,ATL3,CCAR1,AL355922.2,IRF2BPL,FUT8,PTGES3,RBL2,RILPL2,GOSR1,DIS3L,MYL12A,NMT1,OVCA2,NDUFA7,DAD1,IDH2,PSME3,PRPF6,MON1B,MYL12B,COX10,FAM96A,SLTM,TMEM230,SLC25A42,RBM38,PECAM1,TRIR,ZNF627,TRIM16,ZNF708,MT-ND6,XRN2,BST2,PHF5A,RBCK1,CLPP,UQCRFS1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EIF4G3,HMGN2,HMGN2,JUN,THRAP3,SMAP2,MEAF6,TMEM59,RPS8,TUT4,SSR2,MRPS21,SEC22B,FCRLA,RPS7,S100A11,TIA1,ZFP36L2,UBR3,RPL37A,CAPN2,ADI1,SNX17,MZT2B,DBI,NRBP1,CCT7,RHOA,ARL8B,MGAT5,AUP1,ANKRD36,ATP5MC3,IFIH1,RNF181,MTX2,RPL35A,HSPE1,ARIH2,WIPF1,SHISA5,KANSL3,RPS3A,ZFAND2B,SEC31A,CEP44,DAP,LAP3,TMEM184C,MCUB,HSD17B11,UBA6,LRPAP1,RICTOR,LRBA,C6orf62,HBP1,IDH1,CCT5,DNAJC19,G3BP2,SLC9A7,RPL26L1,ARHGAP18,MFSD4B,DAPP1,ADCK2,SH3KBP1,LSM5,CNOT7,HDAC2,COMMD9,CPNE5,WASHC1,PLP2,HLA-F,TBPL1,UBAP1,SNX2,UBA1,BCLAF1,PLEKHF2,IRF7,BAG1,AC004922.1,P2RY10,CLTA,UNC93B1,FKBP2,GDI2,CHCHD1,ALG8,NCBP1,SEC63,ZBTB10,ATF7IP,MED19,ADAM28,AC058791.1,RBM10,PTS,NUDT2,SEPT6,TERF1,CERS5,PWP1,CNOT1,TRAPPC2L,POP5,TPI1,TMPO,ARPP19,FLI1,SOS2,ICE2,ARID5B,MS4A1,NOP10,CHURC1,HNRNPC,CRIP1,ARHGAP32,CHP1,KTN1,GOT2,TDP1,GNG2,CRLF3,COX16,SS18,COPRS,PPDPF,SMCHD1,TMEM101,USF2,TCL1A,ZDHHC7,SLC44A2,SAFB2,AC004585.1,RBM39,RBCK1,IGFBP4,TSPAN3,MIATNB,ZNF675,CAPN12,CYB5A,FBL,VSIG10L,ZNF207,TRMU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USP48,ARID1A,WASF2,JAK1,PABPC4,YBX1,ELOVL1,JUN,UQCRH,SRSF11,FCRL5,S100A4,LINC00623,SELL,YWHAQ,ILF2,TMSB10,PPP3R1,ZC3H15,SP100,DEGS1,THADA,TTC27,PRPF40A,EEF1B2,PUS10,STARD7,RPL29,TUSC2,UBXN4,KRCC1,SMPD4,CUL3,ZNF804A,EIF2AK3,BZW1,RPL34,CASP8,WDR82,CFLAR,SERP1,COBLL1,RPL37,EPM2AIP1,ICE1,NSA2,GOLPH3,TLR1,KIF2A,C5orf22,SREK1,OTULIN,RFC1,GLRX,PLRG1,ABCF1,PNPLA8,IKZF2,CXXC5,NOA1,MAP3K1,SLC25A5,CLIC1,NUP43,NOD1,PDCD6,SAT1,DOCK11,CDK13,PLPP5,FIS1,ZDHHC24,HSP90AB1,ALAD,ELOC,CYB5R4,IKZF1,CREB3,HLA-F,XIAP,FBXO30,RNF38,LSP1,NDUFA8,REPIN1,TGS1,FNBP1,TRAPPC4,CWC15,YBX3,ACTA2,SCAF11,MED27,INTS1,SAAL1,LRRK2,RAD9A,LSM1,KMT2C,TAZ,UBE4A,TRAF6,RBMX,EBLN3P,RASA3,ERP29,COG4,EMC6,NHLRC3,ITGB7,ZMYM2,BNIP2,ATP5F1B,EXOC5,INPP5K,EIF4EBP2,CFL1,MAP3K3,IMP3,SPG11,UBE2I,TMEM263,MCTP2,USP10,KDM6B,SGF29,NAGPA,VAPA,IGHD,SEC23B,HEXIM1,HSH2D,YWHAB,CALCOCO2,KDELR1,NCOR1,NBR1,CARD8,JUND,DENND1C,FXYD5,L3MBTL1,EDEM2,PGS1,MEI1,CARD8-AS1,UFD1,HCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDC42,WASF2,FGR,MIER1,CAP1,RPS8,RPS8,ATG4C,JAK1,SH3GLB1,COPA,ASH1L,NBPF12,RALGPS2,SRSF7,CRTC2,RPL31,PLEK,INPP1,PTMA,TRIB2,RTN4,MTA3,MARCH7,RPL37A,EIF2AK3,CCDC115,RPL24,ABHD14B,SUMO1,MGAT4A,CREB1,COPS9,MLH1,LIMS1,CYB561D2,RPS3A,AAMP,SPCS1,FASTKD2,SRP72,GLS,RPS23,CTNNB1,MIER3,MSH3,REEP5,TIFA,PJA2,RUFY1,PIK3R1,RAD17,FBXW7,AFF4,OXCT1,UBE3D,PARP12,THAP4,NR3C1,CCNG2,HIGD2A,MRPS2,EZR,TWISTNB,LSM5,MAT2B,AC022182.2,SLC25A5,SBDS,LY6E,IDS,RBM4,SNX3,RRP8,MRPL17,AP5Z1,P2RY8,TMEM268,CD24,SHARPIN,EIF3B,TSSC4,AHNAK,MAP3K8,SMS,RAD21,TAF1D,SLC25A16,DNAJC1,ARHGDIB,BUB3,TMBIM6,NDUFS3,FANCB,PICALM,EPSTI1,HYOU1,OTUD6B-AS1,AUH,OTUD6B-AS1,WASHC3,FAM45A,SSNA1,PSMB7,TXNL4B,SAP18,CDK10,MPDU1,MAP4K5,ELF1,MED6,AMFR,FAM96B,GABPB1-AS1,PLSCR3,IGHV1-69D,PTPRCAP,MBD1,UQCRC2,FEM1B,RNPS1,OSGEP,SOCS1,SNRPD1,RASAL3,AP2B1,SLC7A6,EIF6,RAB37,SIRT2,KAT7,GMFG,LSM7,VMP1,CCDC117,FCER2,RALGAPB,COMT,NUP50,PIH1D1,MT-ATP8,DNAJB1,AP3D1,ZADH2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
